2026-06-30 13:53:38 | buyer=Jae | qty=5 | student_id=p20240019 | remaining_stock=145
2026-06-30 13:56:39 | buyer=buyer5 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:39 | buyer=buyer10 | qty=1 | student_id=p20240019 | remaining_stock=147
2026-06-30 13:56:39 | buyer=buyer6 | qty=1 | student_id=p20240019 | remaining_stock=147
2026-06-30 13:56:39 | buyer=buyer24 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:39 | buyer=buyer18 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:39 | buyer=buyer7 | qty=1 | student_id=p20240019 | remaining_stock=145
2026-06-30 13:56:39 | buyer=buyer16 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:39 | buyer=buyer17 | qty=1 | student_id=p20240019 | remaining_stock=144
2026-06-30 13:56:39 | buyer=buyer33 | qty=1 | student_id=p20240019 | remaining_stock=143
2026-06-30 13:56:39 | buyer=buyer27 | qty=1 | student_id=p20240019 | remaining_stock=144
2026-06-30 13:56:39 | buyer=buyer21 | qty=1 | student_id=p20240019 | remaining_stock=144
2026-06-30 13:56:39 | buyer=buyer14 | qty=1 | student_id=p20240019 | remaining_stock=142
2026-06-30 13:56:39 | buyer=buyer20 | qty=1 | student_id=p20240019 | remaining_stock=144
2026-06-30 13:56:39 | buyer=buyer26 | qty=1 | student_id=p20240019 | remaining_stock=141
2026-06-30 13:56:39 | buyer=buyer25 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:39 | buyer=buyer34 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:39 | buyer=buyer19 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:39 | buyer=buyer30 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:39 | buyer=buyer43 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:39 | buyer=buyer38 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:39 | buyer=buyer37 | qty=1 | student_id=p20240019 | remaining_stock=138
2026-06-30 13:56:39 | buyer=buyer39 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:39 | buyer=buyer35 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:39 | buyer=buyer9 | qty=1 | student_id=p20240019 | remaining_stock=138
2026-06-30 13:56:39 | buyer=buyer31 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:39 | buyer=buyer23 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:39 | buyer=buyer44 | qty=1 | student_id=p20240019 | remaining_stock=138
2026-06-30 13:56:39 | buyer=buyer47 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:39 | buyer=buyer22 | qty=1 | student_id=p20240019 | remaining_stock=138
2026-06-30 13:56:39 | buyer=buyer29 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:39 | buyer=buyer49 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:39 | buyer=buyer32 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:39 | buyer=buyer50 | qty=1 | student_id=p20240019 | remaining_stock=136
2026-06-30 13:56:39 | buyer=buyer42 | qty=1 | student_id=p20240019 | remaining_stock=136
2026-06-30 13:56:39 | buyer=buyer40 | qty=1 | student_id=p20240019 | remaining_stock=135
2026-06-30 13:56:39 | buyer=buyer48 | qty=1 | student_id=p20240019 | remaining_stock=134
2026-06-30 13:56:39 | buyer=buyer45 | qty=1 | student_id=p20240019 | remaining_stock=133
2026-06-30 13:56:39 | buyer=buyer28 | qty=1 | student_id=p20240019 | remaining_stock=132
2026-06-30 13:56:49 | buyer=buyer3 | qty=1 | student_id=p20240019 | remaining_stock=149
2026-06-30 13:56:49 | buyer=buyer1 | qty=1 | student_id=p20240019 | remaining_stock=149
2026-06-30 13:56:49 | buyer=buyer2 | qty=1 | student_id=p20240019 | remaining_stock=148
2026-06-30 13:56:49 | buyer=buyer6 | qty=1 | student_id=p20240019 | remaining_stock=147
2026-06-30 13:56:49 | buyer=buyer7 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:49 | buyer=buyer4 | qty=1 | student_id=p20240019 | remaining_stock=147
2026-06-30 13:56:49 | buyer=buyer9 | qty=1 | student_id=p20240019 | remaining_stock=145
2026-06-30 13:56:49 | buyer=buyer5 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:49 | buyer=buyer12 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:49 | buyer=buyer11 | qty=1 | student_id=p20240019 | remaining_stock=144
2026-06-30 13:56:49 | buyer=buyer10 | qty=1 | student_id=p20240019 | remaining_stock=143
2026-06-30 13:56:49 | buyer=buyer8 | qty=1 | student_id=p20240019 | remaining_stock=143
2026-06-30 13:56:49 | buyer=buyer16 | qty=1 | student_id=p20240019 | remaining_stock=141
2026-06-30 13:56:49 | buyer=buyer15 | qty=1 | student_id=p20240019 | remaining_stock=142
2026-06-30 13:56:49 | buyer=buyer31 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:49 | buyer=buyer14 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:49 | buyer=buyer13 | qty=1 | student_id=p20240019 | remaining_stock=141
2026-06-30 13:56:49 | buyer=buyer22 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:49 | buyer=buyer21 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:49 | buyer=buyer24 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:49 | buyer=buyer19 | qty=1 | student_id=p20240019 | remaining_stock=141
2026-06-30 13:56:49 | buyer=buyer30 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:49 | buyer=buyer39 | qty=1 | student_id=p20240019 | remaining_stock=138
2026-06-30 13:56:49 | buyer=buyer18 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:49 | buyer=buyer20 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:49 | buyer=buyer33 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:49 | buyer=buyer25 | qty=1 | student_id=p20240019 | remaining_stock=140
2026-06-30 13:56:49 | buyer=buyer23 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:49 | buyer=buyer17 | qty=1 | student_id=p20240019 | remaining_stock=139
2026-06-30 13:56:49 | buyer=buyer37 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:49 | buyer=buyer28 | qty=1 | student_id=p20240019 | remaining_stock=138
2026-06-30 13:56:49 | buyer=buyer34 | qty=1 | student_id=p20240019 | remaining_stock=136
2026-06-30 13:56:49 | buyer=buyer29 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:49 | buyer=buyer27 | qty=1 | student_id=p20240019 | remaining_stock=138
2026-06-30 13:56:49 | buyer=buyer41 | qty=1 | student_id=p20240019 | remaining_stock=136
2026-06-30 13:56:49 | buyer=buyer36 | qty=1 | student_id=p20240019 | remaining_stock=136
2026-06-30 13:56:49 | buyer=buyer40 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:49 | buyer=buyer38 | qty=1 | student_id=p20240019 | remaining_stock=137
2026-06-30 13:56:49 | buyer=buyer45 | qty=1 | student_id=p20240019 | remaining_stock=135
2026-06-30 13:56:49 | buyer=buyer43 | qty=1 | student_id=p20240019 | remaining_stock=135
2026-06-30 13:56:49 | buyer=buyer48 | qty=1 | student_id=p20240019 | remaining_stock=134
2026-06-30 13:56:49 | buyer=buyer35 | qty=1 | student_id=p20240019 | remaining_stock=136
2026-06-30 13:56:49 | buyer=buyer50 | qty=1 | student_id=p20240019 | remaining_stock=134
2026-06-30 13:56:49 | buyer=buyer46 | qty=1 | student_id=p20240019 | remaining_stock=133
2026-06-30 13:56:49 | buyer=buyer47 | qty=1 | student_id=p20240019 | remaining_stock=132
2026-06-30 13:56:49 | buyer=buyer49 | qty=1 | student_id=p20240019 | remaining_stock=132
2026-06-30 13:56:52 | buyer=buyer1 | qty=1 | student_id=p20240019 | remaining_stock=149
2026-06-30 13:56:52 | buyer=buyer4 | qty=1 | student_id=p20240019 | remaining_stock=149
2026-06-30 13:56:52 | buyer=buyer6 | qty=1 | student_id=p20240019 | remaining_stock=148
2026-06-30 13:56:52 | buyer=buyer11 | qty=1 | student_id=p20240019 | remaining_stock=149
2026-06-30 13:56:52 | buyer=buyer8 | qty=1 | student_id=p20240019 | remaining_stock=148
2026-06-30 13:56:52 | buyer=buyer3 | qty=1 | student_id=p20240019 | remaining_stock=148
2026-06-30 13:56:52 | buyer=buyer2 | qty=1 | student_id=p20240019 | remaining_stock=148
2026-06-30 13:56:52 | buyer=buyer7 | qty=1 | student_id=p20240019 | remaining_stock=147
2026-06-30 13:56:52 | buyer=buyer17 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:52 | buyer=buyer25 | qty=1 | student_id=p20240019 | remaining_stock=145
2026-06-30 13:56:52 | buyer=buyer16 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:52 | buyer=buyer19 | qty=1 | student_id=p20240019 | remaining_stock=145
2026-06-30 13:56:52 | buyer=buyer33 | qty=1 | student_id=p20240019 | remaining_stock=145
2026-06-30 13:56:52 | buyer=buyer14 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:52 | buyer=buyer10 | qty=1 | student_id=p20240019 | remaining_stock=146
2026-06-30 13:56:52 | buyer=buyer49 | qty=1 | student_id=p20240019 | remaining_stock=144
2026-06-30 13:56:52 | buyer=buyer12 | qty=1 | student_id=p20240019 | remaining_stock=145
2026-06-30 13:56:52 | buyer=buyer9 | qty=1 | student_id=p20240019 | remaining_stock=147
